obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3659627097.27,2,33.2658996582,3724598987.39,3724598987.92,3659627097.27,0.0,internal_timestamp,561.010009766,272737,1450638297,5.3545999527,3.32658996582,34.1260610334,1029.53473779,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1',)",3659627108.28,2,33.2468986511,3724598987.39,3724598987.92,3659627108.28,0.0,internal_timestamp,563.549987793,278168,1450638308,5.32880020142,3.32468986511,34.1292706794,1029.5523101,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2',)",3659627119.27,2,33.1806983948,3724598987.39,3724598987.92,3659627119.27,0.0,internal_timestamp,565.989990234,270992,1450638319,5.23929977417,3.31806983948,34.1432411061,1029.58622452,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('3',)",3659627130.27,2,33.1721992493,3724598987.39,3724598987.92,3659627130.27,0.0,internal_timestamp,568.489990234,274899,1450638330,5.22779989243,3.31721992493,34.1439518876,1029.59975913,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('4',)",3659627141.27,2,33.1683998108,3724598987.39,3724598987.92,3659627141.27,0.0,internal_timestamp,571.150024414,268404,1450638341,5.22259998322,3.31683998108,34.1435595552,1029.61233757,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('5',)",3659627152.27,2,33.1682014465,3724598987.39,3724598987.92,3659627152.27,0.0,internal_timestamp,571.849975586,272515,1450638352,5.22249984741,3.31682014465,34.1430850961,1029.61518955,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('6',)",3659627156.28,2,33.1679992676,3724598987.46,3724598987.97,3659627156.28,0.0,internal_timestamp,571.849975586,275804,1450638356,5.22289991379,3.31679992676,34.142447657,1029.61463507,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('7',)",3659630455.41,2,33.0792999268,3724598987.49,3724598988.07,3659630455.41,0.0,internal_timestamp,575.969970703,411149,1450641655,5.10640001297,3.30792999268,34.1572270018,1029.66031515,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('8',)",3659630466.4,2,33.0852012634,3724598987.49,3724598988.07,3659630466.4,0.0,internal_timestamp,575.16998291,404449,1450641666,5.11299991608,3.30852012634,34.1576795882,1029.65614553,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('9',)",3659630477.44,2,33.0942993164,3724598987.49,3724598988.07,3659630477.44,0.0,internal_timestamp,573.869995117,436624,1450641677,5.12839984894,3.30942993164,34.1530938262,1029.64456981,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('10',)",3659630488.41,2,33.1169013977,3724598987.49,3724598988.07,3659630488.41,0.0,internal_timestamp,572.619995117,413373,1450641688,5.1578001976,3.31169013977,34.1497213515,1029.63236453,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('11',)",3659630499.41,2,33.1250991821,3724598987.49,3724598988.07,3659630499.41,0.0,internal_timestamp,571.25,405776,1450641699,5.16940021515,3.31250991821,34.1480035994,1029.62321603,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('12',)",3659630510.45,2,33.1259002686,3724598987.49,3724598988.07,3659630510.45,0.0,internal_timestamp,570.010009766,445194,1450641710,5.17049980164,3.31259002686,34.1484231525,1029.61771083,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('13',)",3659630521.41,2,33.1287994385,3724598987.49,3724598988.07,3659630521.41,0.0,internal_timestamp,568.619995117,412992,1450641721,5.17500019073,3.31287994385,34.1478636259,1029.61030384,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('14',)",3659630532.42,2,33.1413002014,3724598987.49,3724598988.07,3659630532.42,0.0,internal_timestamp,566.969970703,420609,1450641732,5.19339990616,3.31413002014,34.1443015741,1029.59753197,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('15',)",3659630543.41,2,33.177898407,3724598987.49,3724598988.07,3659630543.41,0.0,internal_timestamp,565.570007324,408638,1450641743,5.24389982224,3.3177898407,34.1355806881,1029.57765998,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('16',)",3659630554.41,2,33.1870994568,3724598987.49,3724598988.07,3659630554.41,0.0,internal_timestamp,564.289978027,414063,1450641754,5.25629997253,3.31870994568,34.1341509771,1029.56904026,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('17',)",3659630565.44,2,33.1944007874,3724598987.49,3724598988.07,3659630565.44,0.0,internal_timestamp,562.940002441,439097,1450641765,5.26609992981,3.31944007874,34.1332232415,1029.56083355,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('18',)",3659630576.42,2,33.2467002869,3724598987.49,3724598988.07,3659630576.42,0.0,internal_timestamp,561.690002441,420737,1450641776,5.33760023117,3.32467002869,34.1210543734,1029.53614693,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('19',)",3659630587.42,2,33.2743988037,3724598987.49,3724598988.07,3659630587.42,0.0,internal_timestamp,560.479980469,417560,1450641787,5.37389993668,3.32743988037,34.1164674038,1029.52220891,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('20',)",3659630598.43,2,33.2808990479,3724598987.49,3724598988.07,3659630598.43,0.0,internal_timestamp,559.130004883,429352,1450641798,5.38119983673,3.32808990479,34.1171536154,1029.51559478,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('21',)",3659630609.41,2,33.2924003601,3724598987.49,3724598988.07,3659630609.41,0.0,internal_timestamp,557.679992676,411962,1450641809,5.3968000412,3.32924003601,34.1151838284,1029.50533517,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('22',)",3659630620.43,2,33.3185005188,3724598987.49,3724598988.07,3659630620.43,0.0,internal_timestamp,556.320007324,427301,1450641820,5.43079996109,3.33185005188,34.1111704737,1029.49144704,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3659630631.42,2,33.3353004456,3724598987.49,3724598988.07,3659630631.42,0.0,internal_timestamp,554.960021973,415256,1450641831,5.45340013504,3.33353004456,34.1081023571,1029.47980305,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3659630642.42,2,33.3405990601,3724598987.49,3724598988.07,3659630642.42,0.0,internal_timestamp,553.760009766,419640,1450641842,5.45989990234,3.33405990601,34.1081516284,1029.47347731,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3659630653.45,2,33.3452987671,3724598987.49,3724598988.07,3659630653.45,0.0,internal_timestamp,552.559997559,448679,1450641853,5.46610021591,3.33452987671,34.1078224647,1029.46689293,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3659630663.42,2,33.3506011963,3724598987.49,3724598988.07,3659630663.42,0.0,internal_timestamp,551.320007324,420464,1450641863,5.47340011597,3.33506011963,34.1070867447,1029.45965908,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3659630675.42,2,33.3562011719,3724598987.49,3724598988.07,3659630675.42,0.0,internal_timestamp,549.950012207,422977,1450641875,5.48129987717,3.33562011719,34.1061472843,1029.45158868,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3659630686.42,2,33.3656997681,3724598987.49,3724598988.07,3659630686.42,0.0,internal_timestamp,548.809997559,422921,1450641886,5.49429988861,3.33656997681,34.1043701495,1029.44323643,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('29',)",3659630696.45,2,33.3750991821,3724598987.49,3724598988.07,3659630696.45,0.0,internal_timestamp,547.820007324,454479,1450641896,5.50769996643,3.33750991821,34.1020017188,1029.43505221,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3659630708.43,2,33.3811988831,3724598987.49,3724598988.07,3659630708.43,0.0,internal_timestamp,546.700012207,426944,1450641908,5.51569986343,3.33811988831,34.1014038573,1029.42838242,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3659630719.42,2,33.3838996887,3724598987.49,3724598988.07,3659630719.42,0.0,internal_timestamp,545.450012207,420613,1450641919,5.51940011978,3.33838996887,34.1013529128,1029.42211813,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3659630730.43,2,33.3838996887,3724598987.49,3724598988.07,3659630730.43,0.0,internal_timestamp,544.33001709,434458,1450641930,5.51919984818,3.33838996887,34.1021098375,1029.41760441,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3659630741.42,2,33.386100769,3724598987.49,3724598988.07,3659630741.42,0.0,internal_timestamp,543.320007324,421768,1450641941,5.52239990234,3.3386100769,34.1018777329,1029.41236442,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3659630752.43,2,33.3959007263,3724598987.49,3724598988.07,3659630752.43,0.0,internal_timestamp,542.280029297,427934,1450641952,5.53639984131,3.33959007263,34.0993820322,1029.40376877,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3659630763.44,2,33.3965988159,3724598987.49,3724598988.07,3659630763.44,0.0,internal_timestamp,541.070007324,440640,1450641963,5.53779983521,3.33965988159,34.0993602838,1029.39801629,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3659630774.44,2,33.3946990967,3724598987.49,3724598988.07,3659630774.44,0.0,internal_timestamp,539.75,442409,1450641974,5.53590011597,3.33946990967,34.099775941,1029.39254242,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3659630785.45,2,33.3970985413,3724598987.49,3724598988.07,3659630785.45,0.0,internal_timestamp,538.609985352,449651,1450641985,5.53989982605,3.33970985413,34.0990261174,1029.38619188,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3659630796.48,2,33.3967018127,3724598987.49,3724598988.07,3659630796.48,0.0,internal_timestamp,537.539978027,475068,1450641996,5.540599823,3.33967018127,34.0983995464,1029.38069801,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3659630807.43,2,33.3968009949,3724598987.49,3724598988.08,3659630807.43,0.0,internal_timestamp,536.460021973,432775,1450642007,5.54090023041,3.33968009949,34.0987437743,1029.37597606,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3659630818.44,2,33.3968009949,3724598987.49,3724598988.08,3659630818.44,0.0,internal_timestamp,535.380004883,439383,1450642018,5.54169988632,3.33968009949,34.0984717227,1029.37070207,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3659630829.44,2,33.3964996338,3724598987.49,3724598988.08,3659630829.44,0.0,internal_timestamp,534.5,435616,1450642029,5.54139995575,3.33964996338,34.0988684372,1029.36701813,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3659630840.44,2,33.3959007263,3724598987.49,3724598988.08,3659630840.44,0.0,internal_timestamp,533.599975586,437930,1450642040,5.54139995575,3.33959007263,34.0986348587,1029.36270606,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3659630851.47,2,33.3953018188,3724598987.49,3724598988.08,3659630851.47,0.0,internal_timestamp,532.58001709,473994,1450642051,5.54110002518,3.33953018188,34.0987634178,1029.35816884,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3659630862.43,2,33.3945007324,3724598987.49,3724598988.08,3659630862.43,0.0,internal_timestamp,531.599975586,433834,1450642062,5.540599823,3.33945007324,34.0988449883,1029.35380418,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('45',)",3659630873.44,2,33.3935012817,3724598987.49,3724598988.08,3659630873.44,0.0,internal_timestamp,530.650024414,438807,1450642073,5.53959989548,3.33935012817,34.0991909914,1029.34985203,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('46',)",3659630884.45,2,33.393699646,3724598987.49,3724598988.08,3659630884.45,0.0,internal_timestamp,529.710021973,448765,1450642084,5.54090023041,3.3393699646,34.0985694732,1029.34487807,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('47',)",3659630895.44,2,33.393901825,3724598987.49,3724598988.08,3659630895.44,0.0,internal_timestamp,528.780029297,439461,1450642095,5.54139995575,3.3393901825,34.0987553752,1029.34069215,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3659630906.45,2,33.393901825,3724598987.49,3724598988.08,3659630906.45,0.0,internal_timestamp,527.75,449088,1450642106,5.54199981689,3.3393901825,34.0986604431,1029.33581281,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3659630917.44,2,33.3921012878,3724598987.49,3724598988.08,3659630917.44,0.0,internal_timestamp,526.659973145,438919,1450642117,5.540599823,3.33921012878,34.0985709191,1029.33092774,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3659630928.46,2,33.3917999268,3724598987.49,3724598988.08,3659630928.46,0.0,internal_timestamp,525.489990234,455873,1450642128,5.54110002518,3.33917999268,34.0983041109,1029.32528401,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3659630939.44,2,33.3912010193,3724598987.49,3724598988.08,3659630939.44,0.0,internal_timestamp,524.349975586,440500,1450642139,5.54150009155,3.33912010193,34.09778597,1029.31959297,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3659630950.45,2,33.3907012939,3724598987.49,3724598988.08,3659630950.45,0.0,internal_timestamp,523.390014648,445604,1450642150,5.54090023041,3.33907012939,34.0983003577,1029.31567368,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3659630961.44,2,33.3908004761,3724598987.49,3724598988.08,3659630961.44,0.0,internal_timestamp,522.559997559,441050,1450642161,5.54180002213,3.33908004761,34.0979162443,1029.31144394,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3659630972.46,2,33.3905982971,3724598987.49,3724598988.08,3659630972.46,0.0,internal_timestamp,521.91998291,459952,1450642172,5.54169988632,3.33905982971,34.0981052619,1029.30866983,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('55',)",3659630983.45,2,33.3900985718,3724598987.49,3724598988.08,3659630983.45,0.0,internal_timestamp,521.219970703,450716,1450642183,5.54110002518,3.33900985718,34.0984908448,1029.30584148,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('56',)",3659630994.45,2,33.3908004761,3724598987.49,3724598988.08,3659630994.45,0.0,internal_timestamp,520.409973145,448641,1450642194,5.54290008545,3.33908004761,34.0978720272,1029.30139927,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('57',)",3659631005.47,2,33.3923988342,3724598987.49,3724598988.08,3659631005.47,0.0,internal_timestamp,519.549987793,471236,1450642205,5.54580020905,3.33923988342,34.0971848136,1029.29652801,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('58',)",3659631016.46,2,33.3987998962,3724598987.49,3724598988.08,3659631016.46,0.0,internal_timestamp,518.739990234,456686,1450642216,5.55480003357,3.33987998962,34.0957652536,1029.29050042,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('59',)",3659631027.45,2,33.3984985352,3724598987.49,3724598988.08,3659631027.45,0.0,internal_timestamp,517.979980469,445118,1450642227,5.55480003357,3.33984985352,34.0958002273,1029.28704112,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('60',)",3659631038.45,2,33.3977012634,3724598987.49,3724598988.08,3659631038.45,0.0,internal_timestamp,517.229980469,451313,1450642238,5.55399990082,3.33977012634,34.0960751806,1029.2839228,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('61',)",3659631048.45,2,33.3970985413,3724598987.49,3724598988.08,3659631048.45,0.0,internal_timestamp,516.539978027,453807,1450642248,5.55359983444,3.33970985413,34.0961373706,1029.28085905,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('62',)",3659631060.45,2,33.4007987976,3724598987.49,3724598988.08,3659631060.45,0.0,internal_timestamp,515.66998291,451396,1450642260,5.55919981003,3.34007987976,34.0951148514,1029.27531959,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('63',)",3659631071.46,2,33.4006004333,3724598987.49,3724598988.08,3659631071.46,0.0,internal_timestamp,514.849975586,456396,1450642271,5.55940008163,3.34006004333,34.0950943745,1029.27151463,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('64',)",3659631082.46,2,33.3997993469,3724598987.49,3724598988.08,3659631082.46,0.0,internal_timestamp,514.08001709,460299,1450642282,5.55830001831,3.33997993469,34.0956776137,1029.26858715,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('65',)",3659631093.45,2,33.4014015198,3724598987.49,3724598988.08,3659631093.45,0.0,internal_timestamp,513.210021973,454567,1450642293,5.5611000061,3.34014015198,34.0951008267,1029.26376992,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('66',)",3659631104.46,2,33.4028015137,3724598987.49,3724598988.08,3659631104.46,0.0,internal_timestamp,512.210021973,459577,1450642304,5.56339979172,3.34028015137,34.0948639323,1029.25869017,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('67',)",3659631115.48,2,33.4071006775,3724598987.49,3724598988.09,3659631115.48,0.0,internal_timestamp,511.230010986,478159,1450642315,5.570499897,3.34071006775,34.0930616062,1029.25183257,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('68',)",3659631126.47,2,33.4075012207,3724598987.49,3724598988.09,3659631126.47,0.0,internal_timestamp,510.329986572,466700,1450642326,5.57110023499,3.34075012207,34.0933563613,1029.24785556,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('69',)",3659631137.46,2,33.4109992981,3724598987.49,3724598988.09,3659631137.46,0.0,internal_timestamp,509.459991455,460778,1450642337,5.57560014725,3.34109992981,34.093214281,1029.24315505,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('70',)",3659631148.46,2,33.4199981689,3724598987.49,3724598988.09,3659631148.46,0.0,internal_timestamp,508.459991455,456753,1450642348,5.58750009537,3.34199981689,34.0919078185,1029.23595881,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('71',)",3659631159.46,2,33.4323997498,3724598987.49,3724598988.09,3659631159.46,0.0,internal_timestamp,507.489990234,462713,1450642359,5.6048002243,3.34323997498,34.0889963817,1029.22691756,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('72',)",3659631169.47,2,33.432800293,3724598987.49,3724598988.11,3659631169.47,0.0,internal_timestamp,506.709991455,466629,1450642369,5.60500001907,3.3432800293,34.0896351397,1029.22381554,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('73',)",3659631181.47,2,33.4339981079,3724598987.49,3724598988.12,3659631181.47,0.0,internal_timestamp,505.670013428,467214,1450642381,5.60659980774,3.34339981079,34.0898944519,1029.21903582,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('74',)",3659631192.46,2,33.4324989319,3724598987.49,3724598988.12,3659631192.46,0.0,internal_timestamp,504.670013428,463001,1450642392,5.60519981384,3.34324989319,34.0901030525,1029.21479719,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('75',)",3659631203.47,2,33.4350013733,3724598987.49,3724598988.12,3659631203.47,0.0,internal_timestamp,503.690002441,469065,1450642403,5.60890007019,3.34350013733,34.0896929422,1029.20948353,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('76',)",3659631214.48,2,33.4365997314,3724598987.49,3724598988.12,3659631214.48,0.0,internal_timestamp,502.75,475368,1450642414,5.61110019684,3.34365997314,34.0897512158,1029.20492169,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('77',)",3659631225.47,2,33.435798645,3724598987.49,3724598988.12,3659631225.47,0.0,internal_timestamp,501.790008545,468919,1450642425,5.61059999466,3.3435798645,34.0898237596,1029.20063803,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('78',)",3659631235.47,2,33.4367980957,3724598987.49,3724598988.12,3659631235.47,0.0,internal_timestamp,501.019989014,470993,1450642435,5.61229991913,3.34367980957,34.0896236852,1029.19671948,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('79',)",3659631247.47,2,33.4367980957,3724598987.49,3724598988.12,3659631247.47,0.0,internal_timestamp,500.149993896,470247,1450642447,5.6126999855,3.34367980957,34.0896515002,1029.19269405,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('80',)",3659631258.47,2,33.4365997314,3724598987.49,3724598988.12,3659631258.47,0.0,internal_timestamp,499.320007324,474977,1450642458,5.6126999855,3.34365997314,34.0898381451,1029.18903048,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('81',)",3659631268.49,2,33.4388999939,3724598987.49,3724598988.12,3659631268.49,0.0,internal_timestamp,498.600006104,493757,1450642468,5.61600017548,3.34388999939,34.0894734447,1029.18499928,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('82',)",3659631280.48,2,33.4384994507,3724598987.49,3724598988.12,3659631280.48,0.0,internal_timestamp,497.779998779,475260,1450642480,5.6156001091,3.34384994507,34.0898294843,1029.18156801,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('83',)",3659631291.48,2,33.4394989014,3724598987.49,3724598988.12,3659631291.48,0.0,internal_timestamp,497.140014648,480719,1450642491,5.61780023575,3.34394989014,34.0890607378,1029.17773202,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('84',)",3659631301.51,2,33.4396018982,3724598987.49,3724598988.12,3659631301.51,0.0,internal_timestamp,496.529998779,510020,1450642501,5.61789989471,3.34396018982,34.0893792711,1029.1751689,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('85',)",3659631313.48,2,33.4468002319,3724598987.49,3724598988.12,3659631313.48,0.0,internal_timestamp,495.609985352,479325,1450642513,5.62809991837,3.34468002319,34.0877055905,1029.1682717,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('86',)",3659631324.48,2,33.452999115,3724598987.49,3724598988.12,3659631324.48,0.0,internal_timestamp,494.709991455,484575,1450642524,5.63619995117,3.3452999115,34.0870066194,1029.16251255,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('87',)",3659631334.48,2,33.4566993713,3724598987.49,3724598988.12,3659631334.48,0.0,internal_timestamp,493.959991455,482184,1450642534,5.64149999619,3.34566993713,34.0862261294,1029.1577498,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('88',)",3659631346.49,2,33.464099884,3724598987.49,3724598988.12,3659631346.49,0.0,internal_timestamp,493.010009766,487489,1450642546,5.65180015564,3.3464099884,34.0846947582,1029.15081211,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('89',)",3659631357.49,2,33.4758987427,3724598987.49,3724598988.12,3659631357.49,0.0,internal_timestamp,492.019989014,489089,1450642557,5.6672000885,3.34758987427,34.0830223574,1029.14289955,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('90',)",3659631368.49,2,33.4860992432,3724598987.49,3724598988.12,3659631368.49,0.0,internal_timestamp,491.040008545,488137,1450642568,5.68050003052,3.34860992432,34.0816510697,1029.13554835,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('91',)",3659631379.49,2,33.4893989563,3724598987.49,3724598988.12,3659631379.49,0.0,internal_timestamp,490.149993896,486298,1450642579,5.68450021744,3.34893989563,34.0817950758,1029.13104274,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('92',)",3659631389.49,2,33.490398407,3724598987.49,3724598988.12,3659631389.49,0.0,internal_timestamp,489.450012207,485716,1450642589,5.68569993973,3.3490398407,34.0820636275,1029.12788097,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('93',)",3659631401.49,2,33.4947013855,3724598987.49,3724598988.12,3659631401.49,0.0,internal_timestamp,488.589996338,491595,1450642601,5.69180011749,3.34947013855,34.0812126498,1029.12244928,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('94',)",3659631411.49,2,33.4995994568,3724598987.49,3724598988.12,3659631411.49,0.0,internal_timestamp,487.760009766,490447,1450642611,5.69810009003,3.34995994568,34.080818279,1029.11748811,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('95',)",3659631422.49,2,33.5,3724598987.49,3724598988.12,3659631422.49,0.0,internal_timestamp,486.839996338,493525,1450642622,5.69859981537,3.35,34.0812231815,1029.11351702,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('96',)",3659631433.49,2,33.5083007812,3724598987.49,3724598988.12,3659631433.49,0.0,internal_timestamp,485.880004883,487051,1450642633,5.70959997177,3.35083007812,34.0800076085,1029.10668464,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('97',)",3659631445.49,2,33.5127983093,3724598987.49,3724598988.12,3659631445.49,0.0,internal_timestamp,484.820007324,491899,1450642645,5.71689987183,3.35127983093,34.0782675746,1029.09947374,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('98',)",3659631456.49,2,33.5167007446,3724598987.49,3724598988.12,3659631456.49,0.0,internal_timestamp,483.839996338,492933,1450642656,5.72429990768,3.35167007446,34.0757151707,1029.09197662,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('99',)",3659631467.5,2,33.5168991089,3724598987.49,3724598988.12,3659631467.5,0.0,internal_timestamp,482.769989014,496786,1450642667,5.72660017014,3.35168991089,34.0741541635,1029.08552843,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('100',)",3659631478.5,2,33.5153999329,3724598987.49,3724598988.12,3659631478.5,0.0,internal_timestamp,481.790008545,498789,1450642678,5.72770023346,3.35153999329,34.0718387321,1029.07905975,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('101',)",3659631488.5,2,33.5144004822,3724598987.49,3724598988.12,3659631488.5,0.0,internal_timestamp,480.929992676,498459,1450642688,5.72720003128,3.35144004822,34.0716382433,1029.07502089,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('102',)",3659631500.49,2,33.520401001,3724598987.49,3724598988.12,3659631500.49,0.0,internal_timestamp,479.859985352,494663,1450642700,5.7392001152,3.3520401001,34.0668746204,1029.06475433,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('103',)",3659631511.5,2,33.5414009094,3724598987.49,3724598988.12,3659631511.5,0.0,internal_timestamp,478.890014648,498070,1450642711,5.76630020142,3.35414009094,34.0638133073,1029.05426492,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
