obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3743782780.32,4,33.3525009155,3774706461.01,3774706461.03,3743782780.32,0.0,internal_timestamp,578.210021973,324719,1534793980,5.44369983673,3.33525009155,34.1259393538,1029.60175072,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('1',)",3743782781.25,4,33.3529014587,3774706461.01,3774706461.03,3743782781.25,0.0,internal_timestamp,578.190002441,251789,1534793981,5.44449996948,3.33529014587,34.1255956347,1029.60128196,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('2',)",3743782782.24,4,33.3532981873,3774706461.01,3774706461.03,3743782782.24,0.0,internal_timestamp,578.179992676,242675,1534793982,5.44519996643,3.33532981873,34.1253438737,1029.60094482,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('3',)",3743782783.24,4,33.353099823,3774706461.01,3774706461.03,3743782783.24,0.0,internal_timestamp,578.200012207,236485,1534793983,5.44449996948,3.3353099823,34.1258161976,1029.60150154,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('4',)",3743782784.24,4,33.3531990051,3774706461.01,3774706461.03,3743782784.24,0.0,internal_timestamp,578.200012207,235826,1534793984,5.44509983063,3.33531990051,34.1253224434,1029.60103302,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('5',)",3743782785.24,4,33.3558006287,3774706461.01,3774706461.03,3743782785.24,0.0,internal_timestamp,578.200012207,237368,1534793985,5.44770002365,3.33558006287,34.1256511401,1029.60094635,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('6',)",3743782786.23,4,33.3541984558,3774706461.01,3774706461.03,3743782786.23,0.0,internal_timestamp,578.190002441,228924,1534793986,5.44670009613,3.33541984558,34.1248456776,1029.60039906,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('7',)",3743782787.23,4,33.3540992737,3774706461.01,3774706461.03,3743782787.23,0.0,internal_timestamp,578.200012207,231321,1534793987,5.44640016556,3.33540992737,34.1250312077,1029.6006309,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('8',)",3743782788.24,4,33.3541984558,3774706461.01,3774706461.03,3743782788.24,0.0,internal_timestamp,578.200012207,242903,1534793988,5.44630002975,3.33541984558,34.1252452052,1029.60081273,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('9',)",3743782789.24,4,33.3541984558,3774706461.01,3774706461.03,3743782789.24,0.0,internal_timestamp,578.16998291,236310,1534793989,5.4470000267,3.33541984558,34.1245523548,1029.60003644,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('10',)",3743782790.24,4,33.3539009094,3774706461.01,3774706461.03,3743782790.24,0.0,internal_timestamp,578.219970703,238095,1534793990,5.44570016861,3.33539009094,34.1255035488,1029.60118737,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('11',)",3743782791.24,4,33.3538017273,3774706461.01,3774706461.03,3743782791.24,0.0,internal_timestamp,578.179992676,237299,1534793991,5.44630002975,3.33538017273,34.124804101,1029.60037359,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('12',)",3743782792.24,4,33.3536987305,3774706461.01,3774706461.03,3743782792.24,0.0,internal_timestamp,578.179992676,238095,1534793992,5.44570016861,3.33536987305,34.1252935009,1029.60083869,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('13',)",3743782793.23,4,33.3538017273,3774706461.01,3774706461.03,3743782793.23,0.0,internal_timestamp,578.179992676,229401,1534793993,5.44589996338,3.33538017273,34.125208589,1029.60074527,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('14',)",3743782794.23,4,33.354598999,3774706461.01,3774706461.03,3743782794.23,0.0,internal_timestamp,578.190002441,231134,1534793994,5.44640016556,3.3354598999,34.1256042774,1029.60103629,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('15',)",3743782795.23,4,33.3549995422,3774706461.01,3774706461.03,3743782795.23,0.0,internal_timestamp,578.200012207,232714,1534793995,5.44770002365,3.33549995422,34.124740458,1029.60022921,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('16',)",3743782796.24,4,33.3554000854,3774706461.01,3774706461.03,3743782796.24,0.0,internal_timestamp,578.190002441,239148,1534793996,5.44810009003,3.33554000854,34.1247962808,1029.60017411,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('17',)",3743782797.24,4,33.3546981812,3774706461.01,3774706461.03,3743782797.24,0.0,internal_timestamp,578.200012207,237913,1534793997,5.44729995728,3.33546981812,34.1248023426,1029.60033111,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('18',)",3743782798.24,4,33.3531990051,3774706461.01,3774706461.03,3743782798.24,0.0,internal_timestamp,578.190002441,237116,1534793998,5.44560003281,3.33531990051,34.124821664,1029.60052632,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('19',)",3743782799.24,4,33.353099823,3774706461.01,3774706461.03,3743782799.24,0.0,internal_timestamp,578.210021973,238275,1534793999,5.44490003586,3.3353099823,34.1254067346,1029.60117183,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('20',)",3743782800.23,4,33.353099823,3774706461.01,3774706461.03,3743782800.23,0.0,internal_timestamp,578.16998291,230790,1534794000,5.44500017166,3.3353099823,34.1253253228,1029.60091086,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('21',)",3743782801.23,4,33.3530006409,3774706461.01,3774706461.03,3743782801.23,0.0,internal_timestamp,578.190002441,231725,1534794001,5.44540023804,3.33530006409,34.1247981531,1029.60053435,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('22',)",3743782802.32,4,33.353099823,3774706461.01,3774706461.03,3743782802.32,0.0,internal_timestamp,578.200012207,315543,1534794002,5.44490003586,3.3353099823,34.125411693,1029.60112985,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('23',)",3743782803.24,4,33.3540000916,3774706461.01,3774706461.03,3743782803.24,0.0,internal_timestamp,578.200012207,237142,1534794003,5.44610023499,3.33540000916,34.1252216981,1029.60082076,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('24',)",3743782804.25,4,33.353099823,3774706461.01,3774706461.03,3743782804.25,0.0,internal_timestamp,578.190002441,246773,1534794004,5.44530010223,3.3353099823,34.1250121544,1029.60071618,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('25',)",3743782805.24,4,33.353099823,3774706461.01,3774706461.03,3743782805.24,0.0,internal_timestamp,578.190002441,244819,1534794005,5.44469976425,3.3353099823,34.1256191439,1029.60127393,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('26',)",3743782806.24,4,33.3534011841,3774706461.01,3774706461.03,3743782806.24,0.0,internal_timestamp,578.190002441,236524,1534794006,5.44509983063,3.33534011841,34.1255572563,1029.60117204,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('27',)",3743782807.24,4,33.3535003662,3774706461.01,3774706461.03,3743782807.24,0.0,internal_timestamp,578.159973145,244741,1534794007,5.44560003281,3.33535003662,34.1251791472,1029.60067016,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('28',)",3743782808.24,4,33.3541984558,3774706461.01,3774706461.03,3743782808.24,0.0,internal_timestamp,578.200012207,238426,1534794008,5.44600009918,3.33541984558,34.1255484538,1029.60109138,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('29',)",3743782809.24,4,33.3536987305,3774706461.01,3774706461.03,3743782809.24,0.0,internal_timestamp,578.210021973,237138,1534794009,5.44579982758,3.33536987305,34.1251778644,1029.60087205,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('30',)",3743782810.24,4,33.3540000916,3774706461.01,3774706461.03,3743782810.24,0.0,internal_timestamp,578.190002441,237602,1534794010,5.44619989395,3.33540000916,34.1251258955,1029.60068619,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('31',)",3743782811.24,4,33.351600647,3774706461.01,3774706461.03,3743782811.24,0.0,internal_timestamp,578.200012207,237641,1534794011,5.44439983368,3.3351600647,34.1242130245,1029.60025238,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('32',)",3743782812.24,4,33.3529014587,3774706461.01,3774706461.03,3743782812.24,0.0,internal_timestamp,578.179992676,237612,1534794012,5.44460010529,3.33529014587,34.1254993465,1029.60114695,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('33',)",3743782813.24,4,33.351600647,3774706461.01,3774706461.03,3743782813.24,0.0,internal_timestamp,578.190002441,235846,1534794013,5.44350004196,3.3351600647,34.1251277424,1029.60104635,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('34',)",3743782814.24,4,33.3552017212,3774706461.01,3774706461.03,3743782814.24,0.0,internal_timestamp,578.190002441,236443,1534794014,5.44710016251,3.33552017212,34.1255817372,1029.60092552,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('35',)",3743782815.24,4,33.3559989929,3774706461.01,3774706461.03,3743782815.24,0.0,internal_timestamp,578.210021973,236792,1534794015,5.44899988174,3.33559989929,34.1245575015,1029.59995828,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('36',)",3743782977.65,4,33.3569984436,3774706461.05,3774706461.07,3743782977.65,0.0,internal_timestamp,578.190002441,647146,1534794177,5.44999980927,3.33569984436,34.1246926351,1029.59984001,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('37',)",3743782978.61,4,33.3552017212,3774706461.05,3774706461.07,3743782978.61,0.0,internal_timestamp,578.179992676,613716,1534794178,5.44820022583,3.33552017212,34.1244745015,1029.59986153,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('38',)",3743782979.55,4,33.3562011719,3774706461.05,3774706461.07,3743782979.55,0.0,internal_timestamp,578.159973145,551696,1534794179,5.44939994812,3.33562011719,34.1244076583,1029.59955767,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('39',)",3743782980.55,4,33.3546981812,3774706461.05,3774706461.07,3743782980.55,0.0,internal_timestamp,578.150024414,553274,1534794180,5.44750022888,3.33546981812,34.1246246234,1029.59993538,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('40',)",3743782981.56,4,33.354801178,3774706461.05,3774706461.07,3743782981.56,0.0,internal_timestamp,578.159973145,555376,1534794181,5.44710016251,3.3354801178,34.125141263,1029.60044099,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('41',)",3743782982.56,4,33.3546981812,3774706461.05,3774706461.07,3743782982.56,0.0,internal_timestamp,578.179992676,556854,1534794182,5.44710016251,3.33546981812,34.1250142574,1029.60043276,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('42',)",3743782983.56,4,33.3555984497,3774706461.05,3774706461.07,3743782983.56,0.0,internal_timestamp,578.16998291,558756,1534794183,5.44810009003,3.33555984497,34.1250316963,1029.60026772,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('43',)",3743782984.56,4,33.3568992615,3774706461.05,3774706461.07,3743782984.56,0.0,internal_timestamp,578.190002441,557777,1534794184,5.44929981232,3.33568992615,34.1252875814,1029.60040155,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('44',)",3743782985.56,4,33.3558006287,3774706461.05,3774706461.07,3743782985.56,0.0,internal_timestamp,578.190002441,558630,1534794185,5.44899988174,3.33558006287,34.124341923,1029.59969674,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('45',)",3743782986.56,4,33.3552017212,3774706461.05,3774706461.07,3743782986.56,0.0,internal_timestamp,578.179992676,558462,1534794186,5.44789981842,3.33552017212,34.1247782159,1029.60014062,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('46',)",3743782987.56,4,33.3558006287,3774706461.05,3774706461.07,3743782987.56,0.0,internal_timestamp,578.16998291,558669,1534794187,5.44810009003,3.33558006287,34.1252615328,1029.60044871,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('47',)",3743782988.56,4,33.3566017151,3774706461.05,3774706461.07,3743782988.56,0.0,internal_timestamp,578.179992676,560477,1534794188,5.44910001755,3.33566017151,34.1251562928,1029.60027883,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('48',)",3743782989.61,4,33.3569984436,3774706461.05,3774706461.07,3743782989.61,0.0,internal_timestamp,578.179992676,613318,1534794189,5.45069980621,3.33569984436,34.1239899228,1029.59914772,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('49',)",3743782990.61,4,33.3532981873,3774706461.05,3774706461.07,3743782990.61,0.0,internal_timestamp,578.190002441,613711,1534794190,5.44649982452,3.33532981873,34.1240246983,1029.59977917,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('50',)",3743782991.61,4,33.3531990051,3774706461.05,3774706461.07,3743782991.61,0.0,internal_timestamp,578.200012207,614283,1534794191,5.44519996643,3.33531990051,34.1252211985,1029.60093999,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('51',)",3743782992.61,4,33.3521003723,3774706461.05,3774706461.07,3743782992.61,0.0,internal_timestamp,578.190002441,605181,1534794192,5.44379997253,3.33521003723,34.1253926343,1029.6012151,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('52',)",3743782993.55,4,33.3520011902,3774706461.05,3774706461.07,3743782993.55,0.0,internal_timestamp,578.179992676,551943,1534794193,5.44350004196,3.33520011902,34.1255880919,1029.60136298,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('53',)",3743782994.55,4,33.351600647,3774706461.05,3774706461.07,3743782994.55,0.0,internal_timestamp,578.179992676,552760,1534794194,5.44320011139,3.3351600647,34.1254359627,1029.60128303,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('54',)",3743782995.56,4,33.3529014587,3774706461.05,3774706461.07,3743782995.56,0.0,internal_timestamp,578.179992676,555102,1534794195,5.44379997253,3.33529014587,34.1263083694,1029.60189034,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('55',)",3743782996.55,4,33.3510017395,3774706461.05,3774706461.07,3743782996.55,0.0,internal_timestamp,578.16998291,554849,1534794196,5.44269990921,3.33510017395,34.125265756,1029.60116955,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('56',)",3743782997.56,4,33.3518981934,3774706461.05,3774706461.07,3743782997.56,0.0,internal_timestamp,578.190002441,555422,1534794197,5.44299983978,3.33518981934,34.1259717976,1029.60177748,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('57',)",3743782998.56,4,33.3517990112,3774706461.05,3774706461.07,3743782998.56,0.0,internal_timestamp,578.179992676,557848,1534794198,5.44309997559,3.33517990112,34.1257627411,1029.60155366,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('58',)",3743782999.56,4,33.351600647,3774706461.05,3774706461.08,3743782999.56,0.0,internal_timestamp,578.16998291,559279,1534794199,5.44290018082,3.3351600647,34.1257441874,1029.6015197,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('59',)",3743783000.61,4,33.3502006531,3774706461.05,3774706461.08,3743783000.61,0.0,internal_timestamp,578.190002441,614524,1534794200,5.44140005112,3.33502006531,34.125659352,1029.60174394,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('60',)",3743783001.55,4,33.351398468,3774706461.05,3774706461.08,3743783001.55,0.0,internal_timestamp,578.179992676,552555,1534794201,5.44210004807,3.3351398468,34.1263184067,1029.60212407,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('61',)",3743783002.55,4,33.3516998291,3774706461.05,3774706461.08,3743783002.55,0.0,internal_timestamp,578.159973145,554545,1534794202,5.44290018082,3.33516998291,34.1258619116,1029.60156652,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('62',)",3743783003.73,4,33.3524017334,3774706461.05,3774706461.08,3743783003.73,0.0,internal_timestamp,578.190002441,725674,1534794203,5.44390010834,3.33524017334,34.125634011,1029.60139188,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('63',)",3743783004.65,4,33.3536987305,3774706461.05,3774706461.08,3743783004.65,0.0,internal_timestamp,578.190002441,650896,1534794204,5.445499897,3.33536987305,34.1254910316,1029.60106674,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('64',)",3743783005.56,4,33.3549995422,3774706461.05,3774706461.08,3743783005.56,0.0,internal_timestamp,578.159973145,555761,1534794205,5.44719982147,3.33549995422,34.1252660093,1029.60052599,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('65',)",3743783006.56,4,33.3555984497,3774706461.05,3774706461.08,3743783006.56,0.0,internal_timestamp,578.190002441,558079,1534794206,5.4482998848,3.33555984497,34.124819785,1029.60016607,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('66',)",3743783140.55,4,33.3683013916,3774706461.04,3774706461.06,3743783140.55,0.0,internal_timestamp,578.179992676,552963,1534794340,5.46460008621,3.33683013916,34.122785262,1029.5963504,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('67',)",3743783141.51,4,33.3688011169,3774706461.04,3774706461.06,3743783141.51,0.0,internal_timestamp,578.179992676,514550,1534794341,5.46509981155,3.33688011169,34.1228480378,1029.59633333,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('68',)",3743783142.52,4,33.3684997559,3774706461.04,3774706461.06,3743783142.52,0.0,internal_timestamp,578.179992676,516697,1534794342,5.46479988098,3.33684997559,34.1228087353,1029.5963423,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('69',)",3743783143.52,4,33.3683013916,3774706461.04,3774706461.06,3743783143.52,0.0,internal_timestamp,578.190002441,518809,1534794343,5.46479988098,3.33683013916,34.1225783797,1029.59620679,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('70',)",3743783144.52,4,33.3684997559,3774706461.04,3774706461.06,3743783144.52,0.0,internal_timestamp,578.179992676,520053,1534794344,5.46509981155,3.33684997559,34.1225056052,1029.59606369,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('71',)",3743783145.52,4,33.368598938,3774706461.04,3774706461.06,3743783145.52,0.0,internal_timestamp,578.16998291,522228,1534794345,5.46460008621,3.3368598938,34.1231283201,1029.59657465,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('72',)",3743783146.51,4,33.3689002991,3774706461.04,3774706461.07,3743783146.51,0.0,internal_timestamp,578.16998291,514221,1534794346,5.46490001678,3.33689002991,34.1231676209,1029.59656568,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('73',)",3743783147.54,4,33.3689994812,3774706461.04,3774706461.07,3743783147.54,0.0,internal_timestamp,578.190002441,536557,1534794347,5.46509981155,3.33689994812,34.1230684814,1029.5965528,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('74',)",3743783148.51,4,33.3692016602,3774706461.04,3774706461.07,3743783148.51,0.0,internal_timestamp,578.179992676,514718,1534794348,5.46530008316,3.33692016602,34.12310076,1029.59650568,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('75',)",3743783149.52,4,33.3690986633,3774706461.04,3774706461.07,3743783149.52,0.0,internal_timestamp,578.179992676,519638,1534794349,5.46540021896,3.33690986633,34.1228825223,1029.59632051,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('76',)",3743783150.52,4,33.3694000244,3774706461.04,3774706461.07,3743783150.52,0.0,internal_timestamp,578.179992676,523045,1534794350,5.46549987793,3.33694000244,34.12312423,1029.59649757,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('77',)",3743783151.52,4,33.3693008423,3774706461.04,3774706461.07,3743783151.52,0.0,internal_timestamp,578.200012207,521887,1534794351,5.46549987793,3.33693008423,34.1230016212,1029.59649279,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('78',)",3743783152.52,4,33.3694000244,3774706461.04,3774706461.07,3743783152.52,0.0,internal_timestamp,578.200012207,523481,1534794352,5.46589994431,3.33694000244,34.1227099874,1029.59620991,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('79',)",3743783153.51,4,33.3694992065,3774706461.04,3774706461.07,3743783153.51,0.0,internal_timestamp,578.150024414,514721,1534794353,5.46560001373,3.33694992065,34.1231505592,1029.5963676,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('80',)",3743783154.52,4,33.3697013855,3774706461.04,3774706461.07,3743783154.52,0.0,internal_timestamp,578.190002441,516455,1534794354,5.46570014954,3.33697013855,34.1232592946,1029.59662315,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('81',)",3743783155.52,4,33.3698005676,3774706461.04,3774706461.07,3743783155.52,0.0,internal_timestamp,578.159973145,519144,1534794355,5.46600008011,3.33698005676,34.1230837272,1029.59630734,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('82',)",3743783156.52,4,33.3698997498,3774706461.04,3774706461.07,3743783156.52,0.0,internal_timestamp,578.16998291,519811,1534794356,5.46670007706,3.33698997498,34.1224840173,1029.59578783,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('83',)",3743783157.52,4,33.3689994812,3774706461.04,3774706461.07,3743783157.52,0.0,internal_timestamp,578.179992676,521437,1534794357,5.46549987793,3.33689994812,34.1226691024,1029.59613919,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('84',)",3743783158.52,4,33.3689002991,3774706461.04,3774706461.07,3743783158.52,0.0,internal_timestamp,578.150024414,524455,1534794358,5.46490001678,3.33689002991,34.1231775013,1029.59648197,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('85',)",3743783159.51,4,33.3688011169,3774706461.04,3774706461.07,3743783159.51,0.0,internal_timestamp,578.179992676,514010,1534794359,5.46490001678,3.33688011169,34.1230499655,1029.59651892,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('86',)",3743783160.52,4,33.3684997559,3774706461.04,3774706461.07,3743783160.52,0.0,internal_timestamp,578.159973145,515830,1534794360,5.46449995041,3.33684997559,34.1231217804,1029.59653694,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('87',)",3743783161.52,4,33.3661003113,3774706461.04,3774706461.07,3743783161.52,0.0,internal_timestamp,578.159973145,517412,1534794361,5.46180009842,3.33661003113,34.123123953,1029.59689789,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('88',)",3743783162.52,4,33.3647994995,3774706461.04,3774706461.07,3743783162.52,0.0,internal_timestamp,578.200012207,515191,1534794362,5.46019983292,3.33647994995,34.123243342,1029.59738833,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('89',)",3743783163.52,4,33.3633003235,3774706461.04,3774706461.07,3743783163.52,0.0,internal_timestamp,578.190002441,518116,1534794363,5.45720005035,3.33633003235,34.1245767223,1029.59879141,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('90',)",3743783164.52,4,33.3632011414,3774706461.04,3774706461.07,3743783164.52,0.0,internal_timestamp,578.190002441,519108,1534794364,5.45730018616,3.33632011414,34.124362777,1029.59860962,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('91',)",3743783165.52,4,33.3647003174,3774706461.04,3774706461.07,3743783165.52,0.0,internal_timestamp,578.179992676,518852,1534794365,5.45879983902,3.33647003174,34.1245556458,1029.59851615,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('92',)",3743783166.52,4,33.3624000549,3774706461.04,3774706461.07,3743783166.52,0.0,internal_timestamp,578.179992676,520036,1534794366,5.45660018921,3.33624000549,34.1241648635,1029.59850098,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('93',)",3743783167.52,4,33.364200592,3774706461.04,3774706461.07,3743783167.52,0.0,internal_timestamp,578.190002441,520668,1534794367,5.45809984207,3.3364200592,34.1246903374,1029.5987612,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('94',)",3743783168.52,4,33.3665008545,3774706461.04,3774706461.07,3743783168.52,0.0,internal_timestamp,578.159973145,519936,1534794368,5.4607000351,3.33665008545,34.1246910402,1029.59827822,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('95',)",3743783342.9,4,33.3592987061,3774706461.05,3774706461.08,3743783342.9,0.0,internal_timestamp,578.159973145,898752,1534794542,5.45289993286,3.33592987061,34.124390329,1029.59907877,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('96',)",3743783343.87,4,33.3606987,3774706461.05,3774706461.08,3743783343.87,0.0,internal_timestamp,578.190002441,869599,1534794543,5.45349979401,3.33606987,34.1253603375,1029.59990052,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('97',)",3743783344.87,4,33.3599014282,3774706461.05,3774706461.08,3743783344.87,0.0,internal_timestamp,578.159973145,869961,1534794544,5.45389986038,3.33599014282,34.1240645714,1029.59868931,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('98',)",3743783345.87,4,33.3592987061,3774706461.05,3774706461.08,3743783345.87,0.0,internal_timestamp,578.16998291,869895,1534794545,5.45249986649,3.33592987061,34.1247898108,1029.59949242,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('99',)",3743783346.87,4,33.3588981628,3774706461.05,3774706461.08,3743783346.87,0.0,internal_timestamp,578.179992676,867754,1534794546,5.45190000534,3.33588981628,34.1249359932,1029.59973317,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('100',)",3743783347.87,4,33.3591003418,3774706461.05,3774706461.08,3743783347.87,0.0,internal_timestamp,578.179992676,870394,1534794547,5.45240020752,3.33591003418,34.1246601283,1029.59944944,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('101',)",3743783348.87,4,33.3581008911,3774706461.05,3774706461.08,3743783348.87,0.0,internal_timestamp,578.16998291,868049,1534794548,5.45100021362,3.33581008911,34.124944348,1029.59981347,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('102',)",3743783349.87,4,33.3585014343,3774706461.05,3774706461.08,3743783349.87,0.0,internal_timestamp,578.179992676,872139,1534794549,5.4513001442,3.33585014343,34.1250914705,1029.59993534,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('103',)",3743783350.87,4,33.3592987061,3774706461.05,3774706461.08,3743783350.87,0.0,internal_timestamp,578.150024414,868931,1534794550,5.45219993591,3.33592987061,34.125102909,1029.59968735,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
