obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3723260703,8,3.615439892,3742914161,3742914161,3723260703,0,internal_timestamp,74.50700378,1514271903,33.04550171,1,9.942399979,1025.778207,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('1',)",3723260703,8,3.615499973,3742914161,3742914161,3723260703,0,internal_timestamp,74.52799988,1514271903,33.0461998,0,9.942299843,1025.778864,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('2',)",3723260703,8,3.615020037,3742914161,3742914161,3723260703,0,internal_timestamp,74.53199768,1514271903,33.04109955,0,9.942500114,1025.77487,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('3',)",3723260703,8,3.615439892,3742914161,3742914161,3723260703,0,internal_timestamp,74.50700378,1514271903,33.04550171,0,9.942299843,1025.778224,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4',)",3723260703,8,3.615499973,3742914161,3742914161,3723260703,0,internal_timestamp,74.52799988,1514271903,33.04600143,0,9.942500114,1025.778676,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('5',)",3723260703,8,3.614229918,3742914161,3742914161,3723260703,0,internal_timestamp,74.55999756,1514271903,33.03300095,0,9.942500114,1025.76868,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('6',)",3723260703,8,3.61439991,3742914161,3742914161,3723260703,0,internal_timestamp,74.56500244,1514271903,33.03469849,0,9.94260025,1025.77001,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7',)",3723260703,8,3.614979982,3742914161,3742914161,3723260703,0,internal_timestamp,74.53199768,1514271903,33.04079819,0,9.942399979,1025.774652,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('8',)",3723260703,8,3.614690065,3742914161,3742914161,3723260703,0,internal_timestamp,74.54000092,1514271903,33.03770065,0,9.942500114,1025.772255,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('9',)",3723260703,8,3.614449978,3742914161,3742914161,3723260703,0,internal_timestamp,74.5490036,1514271903,33.03530121,0,9.942500114,1025.770425,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('10',)",3723260703,8,3.614379883,3742914161,3742914161,3723260703,0,internal_timestamp,74.55999756,1514271903,33.03450012,0,9.94260025,1025.769833,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('11',)",3723260703,8,3.614470005,3742914161,3742914161,3723260703,0,internal_timestamp,74.56500244,1514271903,33.03530121,0,9.942700386,1025.770464,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('12',)",3723260703,8,3.61461997,3742914161,3742914161,3723260703,0,internal_timestamp,74.57499695,1514271903,33.03680038,0,9.942700386,1025.771679,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('13',)",3723260703,8,3.614759922,3742914161,3742914161,3723260703,0,internal_timestamp,74.58399963,1514271903,33.03820038,0,9.942799568,1025.772795,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('14',)",3723260704,8,3.614850044,3742914161,3742914161,3723260704,0,internal_timestamp,74.59400177,1514271904,33.03900146,0,9.942799568,1025.773466,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('15',)",3723260704,8,3.614900112,3742914161,3742914161,3723260704,0,internal_timestamp,74.59999847,1514271904,33.03950119,0,9.942899704,1025.773866,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('16',)",3723260704,8,3.614919901,3742914161,3742914161,3723260704,0,internal_timestamp,74.60600281,1514271904,33.03969955,0,9.942899704,1025.774048,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('17',)",3723260704,8,3.614939928,3742914161,3742914161,3723260704,0,internal_timestamp,74.62000275,1514271904,33.03990173,0,9.942899704,1025.774269,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('18',)",3723260704,8,3.614959955,3742914161,3742914161,3723260704,0,internal_timestamp,74.62999725,1514271904,33.04000092,0,9.942899704,1025.774392,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('19',)",3723260704,8,3.614969969,3742914161,3742914161,3723260704,0,internal_timestamp,74.63800049,1514271904,33.04019928,0,9.942899704,1025.774583,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('20',)",3723260704,8,3.614959955,3742914161,3742914161,3723260704,0,internal_timestamp,74.64600372,1514271904,33.0401001,0,9.942899704,1025.774542,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('21',)",3723260704,8,3.614969969,3742914161,3742914161,3723260704,0,internal_timestamp,74.66100311,1514271904,33.04019928,0,9.942899704,1025.774688,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('22',)",3723260704,8,3.614959955,3742914161,3742914161,3723260704,0,internal_timestamp,74.66500092,1514271904,33.04019928,0,9.942799568,1025.774723,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('23',)",3723260704,8,3.614949942,3742914161,3742914161,3723260704,0,internal_timestamp,74.67500305,1514271904,33.0401001,0,9.942700386,1025.774708,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('24',)",3723260704,8,3.614929914,3742914161,3742914161,3723260704,0,internal_timestamp,74.68699646,1514271904,33.04000092,0,9.942700386,1025.774685,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('25',)",3723260705,8,3.614919901,3742914161,3742914161,3723260705,0,internal_timestamp,74.69100189,1514271905,33.03990173,0,9.942700386,1025.774626,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('26',)",3723260705,8,3.614900112,3742914161,3742914161,3723260705,0,internal_timestamp,74.70400238,1514271905,33.03969955,0,9.942700386,1025.774527,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('27',)",3723260705,8,3.614890099,3742914161,3742914161,3723260705,0,internal_timestamp,74.71499634,1514271905,33.03960037,0,9.942700386,1025.7745,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('28',)",3723260705,8,3.614900112,3742914161,3742914161,3723260705,0,internal_timestamp,74.72399902,1514271905,33.03960037,0,9.942700386,1025.774541,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('29',)",3723260705,8,3.614919901,3742914161,3742914161,3723260705,0,internal_timestamp,74.73100281,1514271905,33.03979874,0,9.942700386,1025.774727,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('30',)",3723260705,8,3.614939928,3742914161,3742914161,3723260705,0,internal_timestamp,74.74299622,1514271905,33.04000092,0,9.942799568,1025.774923,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('31',)",3723260705,8,3.614969969,3742914161,3742914161,3723260705,0,internal_timestamp,74.7539978,1514271905,33.04029846,0,9.942799568,1025.775205,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('32',)",3723260705,8,3.614979982,3742914161,3742914161,3723260705,0,internal_timestamp,74.76000214,1514271905,33.04040146,0,9.942799568,1025.775313,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('33',)",3723260705,8,3.614969969,3742914161,3742914161,3723260705,0,internal_timestamp,74.77200317,1514271905,33.04019928,0,9.942700386,1025.775227,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('34',)",3723260705,8,3.614939928,3742914161,3742914161,3723260705,0,internal_timestamp,74.77999878,1514271905,33.04000092,0,9.942700386,1025.775108,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('35',)",3723260705,8,3.614919901,3742914161,3742914161,3723260705,0,internal_timestamp,74.78600311,1514271905,33.03979874,0,9.942700386,1025.774978,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('36',)",3723260705,8,3.614929914,3742914161,3742914161,3723260705,0,internal_timestamp,74.79499817,1514271905,33.03990173,0,9.942700386,1025.775099,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('37',)",3723260705,8,3.614939928,3742914161,3742914161,3723260705,0,internal_timestamp,74.80400085,1514271905,33.04000092,0,9.942700386,1025.775217,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('38',)",3723260705,8,3.614939928,3742914161,3742914161,3723260705,0,internal_timestamp,74.81400299,1514271905,33.04000092,0,9.942700386,1025.775263,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('39',)",3723260705,8,3.614949942,3742914161,3742914161,3723260705,0,internal_timestamp,74.82099915,1514271905,33.0401001,0,9.942700386,1025.775372,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('40',)",3723260705,8,3.614949942,3742914161,3742914161,3723260705,0,internal_timestamp,74.82700348,1514271905,33.0401001,0,9.942700386,1025.775399,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('41',)",3723260705,8,3.614949942,3742914161,3742914161,3723260705,0,internal_timestamp,74.83699799,1514271905,33.0401001,0,9.942700386,1025.775445,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('42',)",3723260705,8,3.614959955,3742914161,3742914161,3723260705,0,internal_timestamp,74.84400177,1514271905,33.04019928,0,9.942700386,1025.775554,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('43',)",3723260705,8,3.614969969,3742914161,3742914161,3723260705,0,internal_timestamp,74.85299683,1514271905,33.04029846,0,9.942700386,1025.775672,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('44',)",3723260705,8,3.614979982,3742914161,3742914161,3723260705,0,internal_timestamp,74.86499786,1514271905,33.04040146,0,9.942700386,1025.775807,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('45',)",3723260705,8,3.614979982,3742914161,3742914161,3723260705,0,internal_timestamp,74.8730011,1514271905,33.04040146,0,9.942700386,1025.775844,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('46',)",3723260706,8,3.614989996,3742914161,3742914161,3723260706,0,internal_timestamp,74.8789978,1514271906,33.04050064,0,9.942700386,1025.775948,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('47',)",3723260706,8,3.614989996,3742914161,3742914161,3723260706,0,internal_timestamp,74.88600159,1514271906,33.04050064,0,9.942700386,1025.77598,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('48',)",3723260706,8,3.61500001,3742914161,3742914161,3723260706,0,internal_timestamp,74.89399719,1514271906,33.04050064,0,9.942700386,1025.776017,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('49',)",3723260706,8,3.61500001,3742914161,3742914161,3723260706,0,internal_timestamp,74.89800262,1514271906,33.04050064,0,9.942799568,1025.776018,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('50',)",3723260706,8,3.615010023,3742914161,3742914161,3723260706,0,internal_timestamp,74.90499878,1514271906,33.04059982,0,9.942799568,1025.776128,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('51',)",3723260706,8,3.615020037,3742914161,3742914161,3723260706,0,internal_timestamp,74.91400146,1514271906,33.04069901,0,9.942799568,1025.776246,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('52',)",3723260706,8,3.61503005,3742914161,3742914161,3723260706,0,internal_timestamp,74.92199707,1514271906,33.04079819,0,9.942799568,1025.77636,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('53',)",3723260706,8,3.61503005,3742914161,3742914161,3723260706,0,internal_timestamp,74.92500305,1514271906,33.04079819,0,9.942799568,1025.776373,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('54',)",3723260706,8,3.615020037,3742914161,3742914161,3723260706,0,internal_timestamp,74.9280014,1514271906,33.04069901,0,9.942799568,1025.77631,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('55',)",3723260706,8,3.61500001,3742914161,3742914161,3723260706,0,internal_timestamp,74.94300079,1514271906,33.04050064,0,9.942799568,1025.776223,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('56',)",3723260706,8,3.61500001,3742914161,3742914161,3723260706,0,internal_timestamp,74.94300079,1514271906,33.04050064,0,9.942700386,1025.77624,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('57',)",3723260706,8,3.615010023,3742914161,3742914161,3723260706,0,internal_timestamp,74.94599915,1514271906,33.04059982,0,9.942700386,1025.776331,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('58',)",3723260706,8,3.615010023,3742914161,3742914161,3723260706,0,internal_timestamp,74.95500183,1514271906,33.04059982,0,9.942799568,1025.776355,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('59',)",3723260706,8,3.614989996,3742914161,3742914161,3723260706,0,internal_timestamp,74.96299744,1514271906,33.04040146,0,9.942799568,1025.776237,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('60',)",3723260706,8,3.614959955,3742914161,3742914161,3723260706,0,internal_timestamp,74.96600342,1514271906,33.04000092,0,9.942899704,1025.775921,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('61',)",3723260706,8,3.614939928,3742914161,3742914161,3723260706,0,internal_timestamp,74.97000122,1514271906,33.03969955,0,9.942899704,1025.775704,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('62',)",3723260707,8,3.614929914,3742914161,3742914161,3723260707,0,internal_timestamp,74.97899628,1514271907,33.03969955,0,9.942899704,1025.775745,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('63',)",3723260707,8,3.614939928,3742914161,3742914161,3723260707,0,internal_timestamp,74.98000336,1514271907,33.03979874,0,9.942799568,1025.775844,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('64',)",3723260707,8,3.614939928,3742914161,3742914161,3723260707,0,internal_timestamp,74.98500061,1514271907,33.03979874,0,9.942799568,1025.775867,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('65',)",3723260707,8,3.614949942,3742914161,3742914161,3723260707,0,internal_timestamp,74.98600006,1514271907,33.03990173,0,9.942799568,1025.775952,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('66',)",3723260707,8,3.614939928,3742914161,3742914161,3723260707,0,internal_timestamp,74.9940033,1514271907,33.03979874,0,9.942799568,1025.775908,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('67',)",3723260707,8,3.614949942,3742914161,3742914161,3723260707,0,internal_timestamp,74.9960022,1514271907,33.03990173,0,9.942799568,1025.775997,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('68',)",3723260707,8,3.614949942,3742914161,3742914161,3723260707,0,internal_timestamp,74.99299622,1514271907,33.04000092,0,9.942700386,1025.776077,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('69',)",3723260707,8,3.614959955,3742914161,3742914161,3723260707,0,internal_timestamp,74.9980011,1514271907,33.04000092,0,9.942700386,1025.7761,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('70',)",3723260707,8,3.614949942,3742914161,3742914161,3723260707,0,internal_timestamp,74.99700165,1514271907,33.03990173,0,9.942799568,1025.776002,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('71',)",3723260707,8,3.614939928,3742914161,3742914161,3723260707,0,internal_timestamp,75.0019989,1514271907,33.03990173,0,9.942700386,1025.776041,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('72',)",3723260707,8,3.614929914,3742914161,3742914161,3723260707,0,internal_timestamp,75.00299835,1514271907,33.03979874,0,9.942700386,1025.775965,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('73',)",3723260707,8,3.614919901,3742914161,3742914161,3723260707,0,internal_timestamp,75.00499725,1514271907,33.03969955,0,9.942700386,1025.775897,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('74',)",3723260707,8,3.614909887,3742914161,3742914161,3723260707,0,internal_timestamp,75.00700378,1514271907,33.03960037,0,9.942700386,1025.775829,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('75',)",3723260707,8,3.614919901,3742914161,3742914161,3723260707,0,internal_timestamp,75.00499725,1514271907,33.03969955,0,9.942700386,1025.775897,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('76',)",3723260707,8,3.614919901,3742914161,3742914161,3723260707,0,internal_timestamp,75.0059967,1514271907,33.03969955,0,9.942700386,1025.775901,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('77',)",3723260707,8,3.614929914,3742914161,3742914161,3723260707,0,internal_timestamp,75.00800323,1514271907,33.03990173,0,9.942700386,1025.776068,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('78',)",3723260708,8,3.614959955,3742914161,3742914161,3723260708,0,internal_timestamp,75.00700378,1514271908,33.0401001,0,9.942700386,1025.776219,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('79',)",3723260708,8,3.614959955,3742914161,3742914161,3723260708,0,internal_timestamp,75.00499725,1514271908,33.04000092,0,9.942700386,1025.776132,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('80',)",3723260708,8,3.614959955,3742914161,3742914161,3723260708,0,internal_timestamp,75.00800323,1514271908,33.04000092,0,9.942799568,1025.776129,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('81',)",3723260708,8,3.614959955,3742914161,3742914161,3723260708,0,internal_timestamp,75.0039978,1514271908,33.0401001,0,9.942799568,1025.776188,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('82',)",3723260708,8,3.614959955,3742914161,3742914161,3723260708,0,internal_timestamp,75.0039978,1514271908,33.0401001,0,9.942700386,1025.776205,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('83',)",3723260708,8,3.614949942,3742914161,3742914161,3723260708,0,internal_timestamp,75.00099945,1514271908,33.04000092,0,9.942799568,1025.776097,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('84',)",3723260708,8,3.614959955,3742914161,3742914161,3723260708,0,internal_timestamp,75.0019989,1514271908,33.0401001,0,9.942700386,1025.776196,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('85',)",3723260708,8,3.614979982,3742914161,3742914161,3723260708,0,internal_timestamp,74.99900055,1514271908,33.04029846,0,9.942700386,1025.776337,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('86',)",3723260708,8,3.61500001,3742914161,3742914161,3723260708,0,internal_timestamp,74.99299622,1514271908,33.04050064,0,9.942700386,1025.776467,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('87',)",3723260708,8,3.615020037,3742914161,3742914161,3723260708,0,internal_timestamp,74.99500275,1514271908,33.04079819,0,9.942700386,1025.776708,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('88',)",3723260708,8,3.61503005,3742914161,3742914161,3723260708,0,internal_timestamp,74.99199677,1514271908,33.04090118,0,9.94260025,1025.776792,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('89',)",3723260708,8,3.615020037,3742914161,3742914161,3723260708,0,internal_timestamp,74.99099731,1514271908,33.04069901,1,9.942700386,1025.776613,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('90',)",3723260708,8,3.61500001,3742914161,3742914161,3723260708,0,internal_timestamp,74.98600006,1514271908,33.04050064,0,9.942700386,1025.776435,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('91',)",3723260708,8,3.614989996,3742914161,3742914161,3723260708,0,internal_timestamp,74.97699738,1514271908,33.04040146,0,9.942700386,1025.776317,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('92',)",3723260708,8,3.614989996,3742914161,3742914161,3723260708,0,internal_timestamp,74.97799683,1514271908,33.04040146,0,9.942700386,1025.776322,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('93',)",3723260708,8,3.61500001,3742914161,3742914161,3723260708,0,internal_timestamp,74.97399902,1514271908,33.04059982,0,9.942700386,1025.776458,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('94',)",3723260709,8,3.614989996,3742914161,3742914161,3723260709,0,internal_timestamp,74.97299957,1514271909,33.04050064,1,9.942700386,1025.776376,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('95',)",3723260709,8,3.614969969,3742914161,3742914161,3723260709,0,internal_timestamp,74.96499634,1514271909,33.04029846,0,9.942700386,1025.776182,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('96',)",3723260709,8,3.614959955,3742914161,3742914161,3723260709,0,internal_timestamp,74.95999908,1514271909,33.04000092,0,9.942799568,1025.775911,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('97',)",3723260709,8,3.614949942,3742914161,3742914161,3723260709,0,internal_timestamp,74.95600128,1514271909,33.03990173,0,9.942799568,1025.775815,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('98',)",3723260709,8,3.614949942,3742914161,3742914161,3723260709,0,internal_timestamp,74.94599915,1514271909,33.03990173,0,9.942799568,1025.77577,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('99',)",3723260709,8,3.614959955,3742914161,3742914161,3723260709,0,internal_timestamp,74.94200134,1514271909,33.0401001,0,9.942799568,1025.775906,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('100',)",3723260709,8,3.614979982,3742914161,3742914161,3723260709,0,internal_timestamp,74.93599701,1514271909,33.04040146,0,9.942700386,1025.77613,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('101',)",3723260709,8,3.61500001,3742914161,3742914161,3723260709,0,internal_timestamp,74.9280014,1514271909,33.04050064,0,9.942700386,1025.776171,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('102',)",3723260709,8,3.615010023,3742914161,3742914161,3723260709,0,internal_timestamp,74.9260025,1514271909,33.04069901,0,9.94260025,1025.776334,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('103',)",3723260709,8,3.615020037,3742914161,3742914161,3723260709,0,internal_timestamp,74.91699982,1514271909,33.04079819,0,9.94260025,1025.77637,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('104',)",3723260709,8,3.615010023,3742914161,3742914161,3723260709,0,internal_timestamp,74.90799713,1514271909,33.04069901,0,9.942700386,1025.776235,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('105',)",3723260709,8,3.615020037,3742914161,3742914161,3723260709,0,internal_timestamp,74.90200043,1514271909,33.04079819,0,9.942700386,1025.776285,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('106',)",3723260709,8,3.615020037,3742914161,3742914161,3723260709,0,internal_timestamp,74.89600372,1514271909,33.04079819,0,9.942700386,1025.776258,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('107',)",3723260709,8,3.615020037,3742914161,3742914161,3723260709,0,internal_timestamp,74.88600159,1514271909,33.04079819,0,9.942700386,1025.776212,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('108',)",3723260709,8,3.615020037,3742914161,3742914161,3723260709,0,internal_timestamp,74.8809967,1514271909,33.04079819,0,9.942799568,1025.776173,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('109',)",3723260709,8,3.61500001,3742914161,3742914161,3723260709,0,internal_timestamp,74.8730011,1514271909,33.04050064,0,9.942799568,1025.775905,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('110',)",3723260710,8,3.614979982,3742914161,3742914161,3723260710,0,internal_timestamp,74.86599731,1514271910,33.04029846,0,9.942799568,1025.775715,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('111',)",3723260710,8,3.614969969,3742914161,3742914161,3723260710,0,internal_timestamp,74.85900116,1514271910,33.04019928,0,9.942799568,1025.775606,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('112',)",3723260710,8,3.614979982,3742914161,3742914161,3723260710,0,internal_timestamp,74.84700012,1514271910,33.04029846,0,9.942799568,1025.775629,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('113',)",3723260710,8,3.614989996,3742914161,3742914161,3723260710,0,internal_timestamp,74.83599854,1514271910,33.04050064,0,9.942700386,1025.775753,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('114',)",3723260710,8,3.615010023,3742914161,3742914161,3723260710,0,internal_timestamp,74.82700348,1514271910,33.04069901,0,9.942700386,1025.775867,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('115',)",3723260710,8,3.615010023,3742914161,3742914161,3723260710,0,internal_timestamp,74.82099915,1514271910,33.04079819,0,9.942700386,1025.775917,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('116',)",3723260710,8,3.615010023,3742914161,3742914161,3723260710,0,internal_timestamp,74.81500244,1514271910,33.04069901,0,9.942700386,1025.775812,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('117',)",3723260710,8,3.615010023,3742914161,3742914161,3723260710,0,internal_timestamp,74.80400085,1514271910,33.04069901,0,9.942700386,1025.775762,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('118',)",3723260710,8,3.615010023,3742914161,3742914161,3723260710,0,internal_timestamp,74.79399872,1514271910,33.04069901,0,9.942700386,1025.775716,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('119',)",3723260710,8,3.615020037,3742914161,3742914161,3723260710,0,internal_timestamp,74.78900146,1514271910,33.04069901,0,9.942799568,1025.775677,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('120',)",3723260710,8,3.61503005,3742914161,3742914161,3723260710,0,internal_timestamp,74.77999878,1514271910,33.04069901,0,9.942899704,1025.775619,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('121',)",3723260710,8,3.615020037,3742914161,3742914161,3723260710,0,internal_timestamp,74.76599884,1514271910,33.04050064,0,9.94299984,1025.775384,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('122',)",3723260710,8,3.61503005,3742914161,3742914161,3723260710,0,internal_timestamp,74.75700378,1514271910,33.04050064,0,9.943099976,1025.775326,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('123',)",3723260710,8,3.61503005,3742914161,3742914161,3723260710,0,internal_timestamp,74.75,1514271910,33.04050064,0,9.943200111,1025.775278,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('124',)",3723260710,8,3.61503005,3742914161,3742914161,3723260710,0,internal_timestamp,74.73799896,1514271910,33.04050064,0,9.943200111,1025.775223,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('125',)",3723260710,8,3.615050077,3742914161,3742914161,3723260710,0,internal_timestamp,74.73200226,1514271910,33.04059982,0,9.943200111,1025.775273,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('126',)",3723260711,8,3.615060091,3742914161,3742914161,3723260711,0,internal_timestamp,74.72000122,1514271911,33.04079819,0,9.943200111,1025.775373,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('127',)",3723260711,8,3.615060091,3742914161,3742914161,3723260711,0,internal_timestamp,74.70999908,1514271911,33.04090118,0,9.943099976,1025.775425,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('128',)",3723260711,8,3.615070105,3742914161,3742914161,3723260711,0,internal_timestamp,74.70300293,1514271911,33.04100037,0,9.94299984,1025.775487,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('129',)",3723260711,8,3.615050077,3742914161,3742914161,3723260711,0,internal_timestamp,74.69100189,1514271911,33.04100037,0,9.942899704,1025.775449,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
